,Marital status,Course Code,Attendance,Previous qualification,Previous qualification (grade),Admission grade,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,Target,DropOff_Rate,Appreciation_Rate
1260,single,9238,present,SSCE,137,131.4,yes,male,no,20,5,11.8,6,11.5,0.32,Graduate,0.3,0
1263,married,9853,present,SSCE,130,140,yes,male,yes,34,6,16.14285714,6,16.2,-3.12,Graduate,0,0.06
1264,single,9500,present,SSCE,135,125.3,yes,male,yes,18,7,11.78571429,7,11.78571429,-1.7,Graduate,0,0
1265,single,9500,present,SSCE,137,126.3,yes,male,yes,18,8,13.42375,8,13.42375,-3.12,Graduate,0,0
1266,single,9670,present,SSCE,100,100,yes,male,no,20,6,12.5,5,14.16666667,2.02,Graduate,0,1.67
1267,single,9500,present,SSCE,127,121.3,yes,male,yes,20,7,12.46428571,7,12.46428571,1.74,Graduate,0,0
1268,single,9991,absent,SSCE,140,135,yes,male,no,23,8,12.375,5,12.6,3.51,Enrolled,0,0.22
1270,single,9773,present,SSCE,121,113.7,yes,male,no,18,5,12.6,6,12.42857143,-4.06,Enrolled,0.17,0
1274,single,9991,absent,Phd,120,120,yes,male,no,32,5,11.6,5,12.33333333,1.79,Graduate,0,0.73
1275,single,9254,present,SSCE,136,123.1,yes,male,no,19,6,12.16666667,6,13.5,2.02,Graduate,0,1.33
1276,single,9670,present,SSCE,125,119.4,yes,male,no,18,4,13.6,5,12.66666667,2.02,Graduate,0.93,0
1277,married,9147,present,SSCE,133.1,140,no,male,no,35,4,12.5,5,11.8,-3.12,Dropout,0.7,0
1279,single,9238,present,SSCE,120,113,yes,male,yes,20,6,11.71428571,6,12.625,0.79,Graduate,0,0.91
1280,single,9773,present,SSCE,143,133.9,yes,female,yes,18,6,13.5,6,13,-0.92,Graduate,0.5,0
1281,single,9500,present,SSCE,133.1,115.5,yes,female,yes,20,7,13.02428571,7,13.02428571,1.74,Graduate,0,0
1283,single,9119,present,SSCE,168,171.2,yes,female,yes,18,5,17.33333333,5,18.57142857,1.79,Graduate,0,1.24
1285,single,9853,present,SSCE,127,121.1,yes,female,no,19,6,13.66666667,6,12.5,1.79,Dropout,1.17,0
1286,single,9070,present,SSCE,129,132.9,yes,female,yes,20,6,11.375,5,13.8,0.32,Enrolled,0,2.43
1287,single,9238,present,SSCE,137,132.8,yes,female,no,19,6,12.83333333,6,11.83333333,1.74,Graduate,1,0
1289,single,9500,present,SSCE,110,105.8,yes,female,no,22,6,14.33333333,7,13.77142857,2.02,Graduate,0.56,0
1290,single,9119,present,SSCE,120,117.2,yes,female,yes,18,4,13.5,6,13.625,2.02,Enrolled,0,0.12
1291,single,9500,present,SSCE,143,140,yes,female,no,19,7,14.28571429,7,14.28571429,-1.7,Graduate,0,0
1293,single,9119,present,SSCE,124,119.5,yes,female,no,20,5,14.8,5,17.6,3.51,Graduate,0,2.8
1297,single,9500,present,SSCE,140,132.8,yes,female,no,35,4,12.6,5,12.38,1.79,Dropout,0.22,0
1298,single,9991,absent,SSCE,145,127.5,yes,female,no,22,5,12.42857143,5,11.8,0.32,Graduate,0.63,0
1303,single,9670,present,SSCE,126,111,yes,female,no,21,10,12.1,8,13.33333333,2.02,Graduate,0,1.23
1304,single,9773,present,SSCE,137,133.2,yes,male,yes,19,6,14.71428571,6,15,0.79,Graduate,0,0.29
1305,single,9773,present,SSCE,130,123,yes,male,no,18,6,12.66666667,6,12.83333333,-1.7,Graduate,0,0.17
1306,single,9003,present,Msc,150,150,yes,male,yes,23,12,14.38461538,10,13.3,3.51,Graduate,1.08,0
1307,single,9147,present,SSCE,147,132.3,yes,male,yes,18,5,13.4,5,12.2,-1.7,Graduate,1.2,0
1308,single,9500,present,SSCE,140,126,yes,male,no,18,7,13.31428571,7,13.31428571,-1.7,Graduate,0,0
1309,single,9500,present,SSCE,132,119.3,yes,male,no,19,7,11.98857143,7,11.98857143,1.74,Graduate,0,0
1310,single,9147,present,Msc,130,133.8,yes,male,no,21,11,11.54545455,8,12.88888889,3.51,Graduate,0,1.34
1311,single,9085,present,SSCE,130,126.5,yes,male,yes,18,6,16.46153846,6,13.875,-4.06,Graduate,2.59,0
1312,single,9773,present,SSCE,151,138.4,yes,male,yes,24,6,13.66666667,6,12.83333333,1.74,Graduate,0.83,0
1313,single,9500,present,SSCE,144,129,yes,male,no,18,7,12.65,8,13.41111111,-0.92,Dropout,0,0.76
1315,single,9500,present,SSCE,131,129.8,yes,male,no,20,6,14.37,7,14.65,1.79,Graduate,0,0.28
1319,single,9853,present,SSCE,131,121.9,yes,male,no,19,5,12.6,5,11.2,1.74,Graduate,1.4,0
1320,single,9238,present,HND,135,129.4,yes,male,no,18,6,12.16666667,6,12.33333333,1.74,Graduate,0,0.17
1321,single,9853,present,SSCE,123,115.3,yes,male,no,20,6,13.5,6,14,2.02,Enrolled,0,0.5
1322,single,9500,present,SSCE,145,125.5,yes,male,yes,18,8,13.76375,8,13.76375,-3.12,Graduate,0,0
1323,single,9130,present,SSCE,118,117.8,yes,male,yes,19,6,12.4,6,12.8,2.02,Graduate,0,0.4
1325,single,9500,present,SSCE,152,139,yes,male,no,18,6,14.33333333,6,14.33333333,0.32,Graduate,0,0
1328,single,9500,present,SSCE,123,113.6,yes,male,no,21,7,14.69625,8,14.62222222,1.79,Graduate,0.07,0
1330,single,9130,present,SSCE,131,128.5,yes,male,yes,18,7,12.85555556,8,13.9125,-1.7,Graduate,0,1.06
1331,single,9500,present,SSCE,141,142.8,yes,male,no,18,7,13.7,8,13.99444444,2.02,Graduate,0,0.29
1334,single,9500,present,SSCE,133,123.2,yes,male,no,18,7,13.28571429,8,13.33333333,-0.92,Graduate,0,0.05
1335,single,9853,present,SSCE,126,126,yes,male,no,19,5,13,5,10.4,0.32,Enrolled,2.6,0
1336,single,9500,present,SSCE,133.1,121.7,yes,male,yes,27,6,12.6,6,11.68571429,1.79,Enrolled,0.91,0
1338,single,9130,present,SSCE,120,120,yes,male,no,21,5,11.5,5,11,-4.06,Dropout,0.5,0
1339,single,9500,present,SSCE,130,119.3,yes,male,yes,19,7,11.4,7,11.4,1.74,Graduate,0,0
1340,single,9238,present,SSCE,120,121,yes,male,yes,21,6,12.33333333,6,11.33333333,0.79,Graduate,1,0
1343,single,9853,present,SSCE,133,124.6,yes,male,yes,18,5,13,5,13.5,-3.12,Graduate,0,0.5
1344,single,9070,present,SSCE,122,123.8,no,male,yes,18,6,11.83333333,6,11,-1.7,Dropout,0.83,0
1345,single,9085,present,SSCE,138,126.3,yes,male,no,18,6,14,6,13.33333333,3.51,Graduate,0.67,0
1346,single,9773,present,SSCE,134,120.4,yes,male,yes,18,6,12.33333333,6,13.5,-0.92,Graduate,0,1.17
1347,single,9500,present,SSCE,128,120.5,yes,male,yes,19,5,13.04,7,12.5,1.79,Enrolled,0.54,0
1348,single,9085,present,Msc,140,144.9,no,male,no,23,11,13.16666667,8,13.33333333,3.51,Enrolled,0,0.17
1349,single,9085,present,Bsc,133.1,139.9,yes,male,yes,24,6,12.5,6,12.83333333,3.51,Graduate,0,0.33
1351,single,9500,present,SSCE,141,126,yes,male,no,18,7,15.65714286,7,15.65714286,-1.7,Graduate,0,0
1352,single,9070,present,SSCE,145,133.5,yes,male,no,19,6,12.16666667,6,11.33333333,-1.7,Graduate,0.83,0
1354,single,9238,present,SSCE,108,105.9,yes,male,yes,20,5,10.6,5,11.16666667,2.02,Enrolled,0,0.57
1355,single,9085,present,SSCE,132,124.3,yes,male,no,20,6,13.42857143,5,12.66666667,0.79,Enrolled,0.76,0
1361,single,9500,present,SSCE,139,124,yes,female,yes,18,7,13.33142857,7,13.33142857,1.74,Graduate,0,0
1364,single,9500,present,SSCE,138,141,yes,female,no,19,6,13.7,6,13.7,0.32,Graduate,0,0
1366,single,9119,present,SSCE,136,133.6,yes,female,no,20,9,13.45454545,6,13.875,2.02,Dropout,0,0.42
1367,single,9500,present,SSCE,134,122,yes,female,no,19,7,12.2,7,12.2,-1.7,Graduate,0,0
1369,single,9670,present,Msc,110,114.2,yes,female,yes,23,5,13,6,12.85714286,3.51,Graduate,0.14,0
1370,single,8014,absent,HND,133.1,95.5,yes,female,no,29,6,12,6,14,2.02,Graduate,0,2
1371,single,9500,present,SSCE,129,120,yes,female,no,20,7,15.02857143,7,15.02857143,-1.7,Graduate,0,0
1372,single,9238,present,SSCE,116,111.1,yes,female,no,18,6,12,6,11.71428571,-4.06,Graduate,0.29,0
1373,single,9773,present,SSCE,130,128.6,yes,female,no,19,5,12,5,12.4,-3.12,Graduate,0,0.4
1380,single,9130,present,SSCE,133.1,106,yes,female,no,21,7,12.375,5,12.58333333,3.51,Graduate,0,0.21
1382,single,9003,present,HND,120,120,yes,female,no,27,18,11.42105263,13,11.07692308,-4.06,Graduate,0.34,0
1383,single,9500,present,SSCE,148,134.8,yes,female,no,18,6,13.35,6,13.35,0.32,Graduate,0,0
1387,single,9147,present,SSCE,133,119.7,yes,female,no,19,5,13.25,5,11.83333333,0.79,Graduate,1.42,0
1390,single,9500,present,SSCE,140,131,yes,male,yes,18,8,13.88125,8,13.88125,-3.12,Graduate,0,0
1391,single,9254,present,SSCE,127,130.9,yes,male,no,18,6,11.33333333,5,12.6,-3.12,Graduate,0,1.27
1393,single,9238,present,SSCE,132,127.1,yes,male,no,19,6,12.85714286,6,13.66666667,0.79,Graduate,0,0.81
1394,single,9773,present,SSCE,113,110.2,yes,male,no,19,5,11.6,6,12.5,3.51,Graduate,0,0.9
1395,single,9254,present,SSCE,115,108.7,yes,male,yes,18,5,11.4,6,11.33333333,1.79,Graduate,0.07,0
1396,single,9130,present,SSCE,133.1,138,yes,male,no,20,6,13.33333333,6,13,-0.92,Enrolled,0.33,0
1397,single,9070,present,OND,150,147.7,yes,male,yes,22,7,13.57142857,9,13.77777778,1.79,Graduate,0,0.21
1398,married,9130,present,Bsc,133.1,123,yes,male,no,31,6,11.83333333,7,12.22857143,1.79,Graduate,0,0.4
1399,single,9853,present,SSCE,141,142.8,yes,male,yes,19,7,14.42857143,7,14.14285714,-0.92,Graduate,0.29,0
1401,single,9254,present,SSCE,136,125.2,yes,male,yes,18,6,12.28571429,5,12.4,3.51,Graduate,0,0.11
1402,single,9085,present,SSCE,140,141.8,yes,male,no,21,5,14.4,5,13.8,0.32,Graduate,0.6,0
1403,single,9500,present,SSCE,143,130.6,yes,male,yes,18,7,13.15,8,15.06875,0.79,Graduate,0,1.92
1406,single,9500,present,SSCE,129,119,yes,male,yes,19,7,12.34285714,7,12.34285714,1.74,Graduate,0,0
1407,single,9773,present,SSCE,132,124.3,yes,male,no,19,5,12.2,5,10.8,1.74,Enrolled,1.4,0
1409,single,9147,present,SSCE,150,150,yes,female,no,19,5,10.6,5,11.6,1.79,Graduate,0,1
1411,single,9238,present,SSCE,122,127.3,yes,male,yes,19,4,11.25,6,12,1.74,Graduate,0,0.75
1412,single,9670,present,SSCE,127,127,yes,female,no,23,6,10.5,10,11.7,-3.12,Graduate,0,1.2
1414,single,9500,present,SSCE,131,127.5,yes,male,no,18,7,13.45714286,8,14.5125,0.79,Graduate,0,1.06
1417,single,9670,present,SSCE,130,121.6,yes,male,no,18,6,13.66666667,5,13.6,3.51,Graduate,0.07,0
1418,single,9147,present,SSCE,122,116.4,yes,male,yes,18,5,11.6,5,11.8,2.02,Graduate,0,0.2
1419,single,9130,present,SSCE,114,120,yes,male,no,24,6,12.57142857,5,12.83333333,2.02,Dropout,0,0.26
1420,single,9853,present,SSCE,143,127.3,yes,male,no,18,5,11.8,5,11.4,1.74,Dropout,0.4,0
1422,single,9238,present,SSCE,141,125.6,yes,male,yes,19,6,11.33333333,6,11.83333333,3.51,Graduate,0,0.5
1423,single,9254,present,SSCE,129,118.5,yes,male,no,18,6,10.66666667,6,11.5,0.32,Graduate,0,0.83
1424,single,9130,present,SSCE,140,129.5,yes,male,no,18,4,13.5,5,13.4,-1.7,Enrolled,0.1,0
1429,single,9773,present,SSCE,120,117.9,yes,male,yes,21,5,13,6,12.83333333,3.51,Graduate,0.17,0
1430,single,9500,present,SSCE,144,128,yes,male,yes,18,7,12.90857143,7,12.90857143,1.74,Graduate,0,0
1432,single,9254,present,SSCE,129,122,yes,male,yes,18,6,10.83333333,5,11,0.32,Enrolled,0,0.17
1433,single,9070,present,SSCE,152,156.9,yes,male,no,19,6,15.33333333,6,15.83333333,-1.7,Graduate,0,0.5
1434,single,9500,present,SSCE,130,125.1,yes,male,yes,18,6,12.81666667,6,12.875,2.02,Enrolled,0,0.06
1437,married,8014,absent,SSCE,140,101,yes,male,no,35,6,12.5,6,12.16666667,-4.06,Graduate,0.33,0
1438,single,9670,present,SSCE,133,121.5,yes,male,yes,19,6,13,6,14.33333333,1.79,Graduate,0,1.33
1439,single,9085,present,SSCE,138,126.8,yes,female,no,18,4,11.75,5,12.57142857,1.74,Graduate,0,0.82
1441,single,171,present,SSCE,115,134.3,yes,female,no,25,17,11.61111111,17,12.05555556,1.79,Graduate,0,0.44
1442,single,9254,present,SSCE,125,120.5,yes,female,no,18,6,14,6,14.66666667,2.02,Graduate,0,0.67
1444,single,9991,absent,SSCE,140,100,yes,female,no,34,5,13.8,5,13.83333333,-3.12,Graduate,0,0.03
1449,single,9070,present,OND,140,140,yes,female,no,25,6,12.57142857,9,12.55555556,-0.92,Graduate,0.02,0
1450,single,9130,present,SSCE,132,127.8,yes,female,no,18,6,12,5,12.16666667,2.02,Dropout,0,0.17
1451,single,9003,present,SSCE,148,131.6,yes,female,no,19,11,12,12,12.30769231,-4.06,Graduate,0,0.31
1453,single,9238,present,SSCE,126,129.9,yes,female,yes,20,6,12,6,11.16666667,1.74,Graduate,0.83,0
1457,single,9500,present,SSCE,122,114.3,yes,female,no,18,6,13.97666667,6,12.04166667,2.02,Enrolled,1.94,0
1461,single,9003,present,OND,150,150,yes,female,no,20,5,12.85714286,6,12.3,-0.92,Graduate,0.56,0
1464,single,9254,present,SSCE,135,135,yes,female,no,20,6,11.83333333,5,10.4,0.32,Enrolled,1.43,0
1465,single,8014,absent,SSCE,116,116.2,yes,female,no,21,11,12.45454545,8,12.75,-3.12,Graduate,0,0.3
1468,single,9773,present,SSCE,170,155,yes,female,yes,18,6,15.5,6,14.16666667,2.02,Graduate,1.33,0
1469,single,9254,present,SSCE,123,123.4,yes,female,no,18,6,12.33333333,6,13.66666667,2.02,Graduate,0,1.33
1471,single,9003,present,OND,130,130,yes,female,no,20,4,11.6,5,11.5,-4.06,Enrolled,0.1,0
1472,single,9773,present,SSCE,130,126.2,yes,female,yes,18,6,11.33333333,6,12.28571429,-0.92,Graduate,0,0.95
1475,single,9130,present,SSCE,130,122.5,yes,female,no,19,4,12,5,12.6,-3.12,Graduate,0,0.6
1477,single,171,present,SSCE,128,131.2,yes,female,no,21,12,13.66666667,11,13,3.51,Graduate,0.67,0
1480,single,9085,present,Msc,150,150,yes,female,yes,22,5,12.16666667,5,14.8,3.51,Dropout,0,2.63
1481,married,9773,present,Bsc,133.1,117.5,yes,male,no,39,4,11.25,6,11.33333333,1.74,Graduate,0,0.08
1482,single,9670,present,SSCE,140,137.6,yes,female,yes,21,6,15.16666667,6,14.42857143,3.51,Graduate,0.74,0
1484,single,9500,present,Bsc,133.1,116,yes,male,yes,26,6,10.98333333,6,10.98333333,0.32,Graduate,0,0
1485,single,9238,present,SSCE,121,121.4,yes,male,yes,19,4,10.75,5,11.5,-4.06,Graduate,0,0.75
1486,single,9085,present,Msc,140,142.8,no,male,yes,20,11,13.38461538,7,14.28571429,3.51,Graduate,0,0.9
1487,single,9670,present,SSCE,133.1,96,yes,male,yes,25,6,11.28571429,5,12.2,-4.06,Enrolled,0,0.91
1489,single,9119,present,SSCE,124,126.1,yes,female,no,20,4,13,5,14.83333333,0.32,Graduate,0,1.83
1490,married,9003,present,SSCE,120,155.8,yes,female,no,29,6,16.11111111,6,13.5,0.79,Graduate,2.61,0
1491,single,9773,present,SSCE,133.1,116,yes,female,no,20,6,11.5,6,11,-0.92,Graduate,0.5,0
1493,single,9670,present,Bsc,133.1,97.2,yes,female,yes,24,4,11.6,5,13,2.02,Graduate,0,1.4
1495,single,9119,present,Phd,140,140,yes,female,no,23,5,13.8,5,14.14285714,2.02,Graduate,0,0.34
1496,single,9130,present,SSCE,130,128,yes,female,no,20,7,13.58571429,8,14.6875,-4.06,Graduate,0,1.1
1497,single,9670,present,SSCE,110,115.3,yes,female,no,19,6,13.85714286,5,13,-4.06,Graduate,0.86,0
1498,married,9003,present,SSCE,140,150,yes,female,no,28,5,12,6,12.33333333,2.02,Enrolled,0,0.33
1499,single,9003,present,OND,160,160,yes,female,yes,20,6,13.44444444,5,12.6,0.79,Graduate,0.84,0
1500,single,9070,present,SSCE,138,133.1,yes,female,no,18,6,14,6,13.85714286,3.51,Graduate,0.14,0
1502,married,9991,absent,SSCE,120,156,yes,female,no,33,5,14.2,5,13.83333333,1.74,Graduate,0.37,0
1503,married,9500,present,SSCE,130,163.7,yes,male,no,35,5,13.34,5,10.84,1.79,Enrolled,2.5,0
1504,single,9500,present,Phd,130,130,yes,male,no,27,7,12.45714286,7,12.45714286,-1.7,Enrolled,0,0
1508,single,9070,present,SSCE,134,132.7,yes,female,no,22,13,14,12,13,-4.06,Graduate,1,0
1513,single,9254,present,SSCE,115,116.1,yes,male,no,19,6,13.5,6,14.33333333,1.79,Graduate,0,0.83
1515,single,171,present,SSCE,146,153,yes,male,yes,21,17,13.38888889,17,14.88888889,2.02,Graduate,0,1.5
1517,single,171,present,SSCE,135,131.9,yes,female,no,19,12,13.58333333,11,13.58333333,3.51,Graduate,0,0
1521,married,9991,absent,SSCE,133.1,168,yes,female,no,29,5,15.2,5,15.2,2.02,Graduate,0,0
1525,single,9500,present,SSCE,151,132.3,yes,female,no,19,7,12.82857143,7,12.82857143,-1.7,Graduate,0,0
1529,single,9500,present,SSCE,140,140,no,male,no,23,7,11.32857143,7,11.32857143,-1.7,Dropout,0,0
1531,single,9500,present,SSCE,143,133.8,yes,male,no,18,6,13.03333333,6,13.03333333,0.32,Graduate,0,0
1534,single,9085,present,SSCE,136,130.8,yes,male,no,18,5,14.4,5,13.6,-1.7,Graduate,0.8,0
1535,married,9991,absent,OND,140,140,yes,male,no,41,4,12.25,6,12.5,-3.12,Enrolled,0,0.25
1537,single,9238,present,SSCE,141,125.6,yes,male,yes,18,6,12.66666667,6,12,-3.12,Graduate,0.67,0
1545,single,9070,present,SSCE,139,131.3,yes,male,no,19,4,12,6,12.5,0.32,Graduate,0,0.5
1546,single,9773,present,SSCE,125,122.2,no,male,no,18,5,12.6,5,11.8,2.02,Enrolled,0.8,0
1550,married,8014,absent,SSCE,133.1,100,yes,male,yes,35,16,12.6875,13,12,-3.12,Graduate,0.69,0
1551,single,9147,present,SSCE,123,106.2,yes,male,no,49,10,10.4,6,10.66666667,-1.7,Graduate,0,0.27
1552,single,9147,present,Phd,110,110,yes,male,no,52,14,10.46666667,12,10.92307692,0.79,Graduate,0,0.46
1553,single,9085,present,SSCE,130,122.3,yes,male,no,18,5,14.33333333,5,13,-3.12,Graduate,1.33,0
1554,single,8014,absent,SSCE,133.1,112.5,yes,male,yes,30,6,14.66666667,6,14.33333333,1.74,Graduate,0.33,0
1555,single,9500,present,SSCE,97,98.1,yes,male,no,21,7,12.83571429,8,14.23125,2.02,Graduate,0,1.4
1559,single,9500,present,SSCE,141,126.8,yes,female,no,18,8,13.24875,8,13.24875,-3.12,Graduate,0,0
1562,single,9147,present,SSCE,116,113.6,yes,male,yes,22,3,14,5,12.4,2.02,Graduate,1.6,0
1565,single,9238,present,SSCE,135,126.6,yes,male,yes,19,6,13.625,6,12.16666667,-1.7,Graduate,1.46,0
1566,single,9500,present,SSCE,144,130.7,yes,male,yes,18,7,14.85,8,15.61111111,0.79,Graduate,0,0.76
1567,single,9147,present,SSCE,108,105.9,yes,female,no,21,4,10.75,5,11.4,2.02,Graduate,0,0.65
1570,married,8014,absent,SSCE,121,114.4,yes,male,no,45,12,14,7,13.85714286,0.32,Enrolled,0.14,0
1574,married,9991,absent,Msc,120,120,yes,male,no,46,8,12.375,5,12.4,3.51,Graduate,0,0.03
1580,single,9773,present,SSCE,146,149.2,yes,female,yes,21,6,13.5,6,14.16666667,-1.7,Graduate,0,0.67
1583,single,9853,present,SSCE,119,125,yes,male,yes,21,5,12,5,11.2,1.74,Dropout,0.8,0
1584,single,9773,present,SSCE,132,131,yes,male,yes,18,5,13,6,13,-4.06,Graduate,0,0
1589,single,8014,absent,SSCE,134,126,yes,female,no,22,6,12.66666667,6,12.16666667,0.32,Graduate,0.5,0
1596,single,9500,present,SSCE,133.1,99,yes,female,no,22,6,12.83333333,6,12.5,-0.92,Enrolled,0.33,0
1597,single,9773,present,SSCE,164,161.2,yes,female,yes,18,6,15.57142857,6,16.14285714,0.79,Graduate,0,0.57
1598,single,9238,present,SSCE,136,140.9,yes,female,no,18,4,12,5,11.8,-3.12,Dropout,0.2,0
1603,single,9003,present,OND,120,120,yes,female,no,19,6,12.14285714,5,13.6,1.79,Graduate,0,1.46
1605,single,9003,present,Msc,130,130,yes,female,no,20,11,12.54545455,8,11.625,3.51,Enrolled,0.92,0
1606,single,9254,present,SSCE,101,98.9,yes,female,no,20,4,13,6,13,1.79,Graduate,0,0
1607,single,9500,present,SSCE,141,136.3,yes,female,no,18,8,12.8875,8,12.8875,-3.12,Graduate,0,0
1608,single,9773,present,SSCE,128,125.2,yes,female,no,18,6,12.66666667,5,13.6,1.79,Enrolled,0,0.93
1609,single,9070,present,SSCE,145,130,yes,female,no,18,6,12.83333333,6,12.57142857,3.51,Graduate,0.26,0
1611,single,9085,present,SSCE,134,123.9,yes,female,no,18,5,13,5,12.4,-3.12,Enrolled,0.6,0
1612,single,9500,present,SSCE,125,114.5,yes,male,no,18,6,11.98333333,8,12.28125,-0.92,Graduate,0,0.3
1614,married,8014,absent,SSCE,120,110.5,yes,male,yes,36,6,11.83333333,6,11.5,1.74,Graduate,0.33,0
1617,single,8014,absent,SSCE,120,95,yes,male,no,24,5,11.4,5,11.8,-4.06,Dropout,0,0.4
1618,single,9773,present,SSCE,130,126.9,yes,male,yes,19,6,13.16666667,6,13,2.02,Dropout,0.17,0
1619,single,9670,present,SSCE,130,116.3,yes,male,yes,20,6,12.83333333,5,11.8,-1.7,Graduate,1.03,0
1620,single,9670,present,SSCE,128,120,yes,male,no,19,6,14.125,5,14.5,2.02,Graduate,0,0.38
1621,single,9085,present,SSCE,126,123.6,yes,male,no,21,3,11.66666667,5,13,1.74,Graduate,0,1.33
1624,single,9853,present,SSCE,120,111.3,yes,male,no,24,10,11.5,9,10.44444444,-0.92,Dropout,1.06,0
1626,single,9085,present,SSCE,127,123.2,yes,male,yes,18,6,15.71428571,5,12.77777778,1.79,Graduate,2.94,0
1632,married,9991,absent,Phd,133.1,133.8,yes,female,no,52,5,13.6,5,14.2,0.32,Graduate,0,0.6
1633,single,8014,absent,SSCE,130,100,yes,female,no,54,13,13.30769231,11,12.81818182,-1.7,Enrolled,0.49,0
1634,married,9991,absent,SSCE,110,150,yes,female,no,49,5,12.2,5,11.8,-4.06,Graduate,0.4,0
1635,single,9670,present,SSCE,125,126.4,yes,female,yes,18,6,12.28571429,6,13.33333333,-0.92,Graduate,0,1.05
1637,single,9500,present,SSCE,121,114.9,yes,female,yes,21,6,13.34285714,7,11.65,1.79,Graduate,1.69,0
1639,single,9070,present,SSCE,147,149.8,yes,female,no,20,11,14.27272727,11,14.81818182,-0.92,Graduate,0,0.55
1640,single,9500,present,SSCE,128,117.9,yes,male,yes,19,7,12.1375,8,12.91111111,1.79,Graduate,0,0.77
1641,single,9070,present,SSCE,164,165.8,yes,male,no,18,6,14.16666667,6,14.85714286,-3.12,Graduate,0,0.69
1642,single,9500,present,SSCE,137,127.6,yes,male,no,18,7,13.52857143,8,14.65555556,1.79,Graduate,0,1.13
1643,single,8014,absent,SSCE,122,123.8,yes,male,no,20,5,12,6,11,1.74,Graduate,1,0
1646,single,171,present,SSCE,117,121.6,yes,male,no,22,12,12.91666667,11,14.5,3.51,Graduate,0,1.58
1647,single,9500,present,SSCE,140,100,yes,male,yes,18,7,13.6375,8,14.3875,0.79,Graduate,0,0.75
1648,single,9500,present,SSCE,130,127.6,yes,male,no,18,7,12.9,7,12.14285714,-4.06,Dropout,0.76,0
1649,single,9500,present,SSCE,138,132.5,yes,male,yes,19,7,14.36,7,14.36,1.74,Graduate,0,0
1650,single,9500,present,SSCE,141,124.3,yes,male,no,19,7,14.51428571,7,14.51428571,-1.7,Enrolled,0,0
1651,single,9500,present,SSCE,142,131,yes,male,no,18,7,14.7,7,14.7,1.74,Graduate,0,0
1652,single,9991,absent,Phd,120,120,yes,male,no,27,5,15.2,5,14,2.02,Enrolled,1.2,0
1653,single,9130,present,SSCE,122,113.3,yes,male,yes,20,7,13,8,15.0625,1.79,Graduate,0,2.06
1655,single,9085,present,SSCE,120,118.3,yes,male,no,20,5,12.33333333,5,12.6,-3.12,Graduate,0,0.27
1656,single,9147,present,SSCE,131,118.8,yes,male,no,19,5,13.4,5,13,-0.92,Graduate,0.4,0
1660,single,9085,present,Msc,160,155.7,yes,male,no,27,11,14.72727273,7,14.14285714,3.51,Graduate,0.58,0
1661,single,9085,present,SSCE,157,153.9,yes,male,no,18,6,16.57142857,6,15.66666667,0.79,Graduate,0.9,0
1662,single,9500,present,SSCE,150,137.8,yes,male,no,18,7,15.145,8,15.7425,-4.06,Graduate,0,0.6
1663,single,9500,present,SSCE,148,143.3,yes,male,yes,18,7,13.44285714,8,15.075,0.79,Graduate,0,1.63
1665,single,9773,present,SSCE,150,138.1,yes,male,no,19,6,14,5,15,2.02,Enrolled,0,1
1666,single,9238,present,SSCE,158,140.5,yes,male,yes,20,6,11.33333333,6,12.33333333,1.74,Graduate,0,1
1667,single,9500,present,SSCE,145,130,yes,male,no,18,8,13.76125,8,13.76125,-3.12,Graduate,0,0
1668,single,9070,present,OND,100,104.8,no,male,no,22,5,11.6,5,10,1.79,Dropout,1.6,0
1669,single,8014,absent,SSCE,136,132.5,yes,male,yes,22,4,12.75,5,13,0.79,Graduate,0,0.25
1671,single,9085,present,SSCE,148,136.5,yes,male,no,19,6,15.30769231,6,14,-4.06,Graduate,1.31,0
1673,single,9500,present,Phd,130,190,yes,male,no,27,7,14.75714286,8,14.07777778,-0.92,Graduate,0.68,0
1674,single,9500,present,SSCE,136,128.5,yes,male,no,18,6,12.76666667,6,12.76666667,0.32,Graduate,0,0
1677,married,9991,absent,SSCE,110,119,yes,female,yes,35,4,10.5,5,12.6,3.51,Graduate,0,2.1
1678,single,9085,present,SSCE,130,127.6,yes,female,no,23,4,14.25,5,13.4,0.32,Graduate,0.85,0
1682,single,9670,present,SSCE,124,117.7,yes,female,no,20,4,12,5,11.6,-3.12,Dropout,0.4,0
